return_id,order_id,product_id,customer_id,return_date,return_quantity,refund_amount,return_reason,return_status
9014780,5184218,20344,102306.0,2024-04-24,1,22928.48,Damaged,Approved
9014781,5063745,21901,134615.0,2026-01-28,1,267.36,Not as Expected,Approved
9014782,5162416,20228,134949.0,2024-03-09,1,2552.21,Wrong Item,Approved
9014783,5316896,20715,130271.0,2024-03-19,1,1932.94,Wrong Item,Approved
9014784,5381123,21225,113202.0,2025-09-24,1,6679.15,Quality Issue,Approved
9014785,5276595,21860,102818.0,2025-01-25,3,8610.25,Not as Expected,Approved
9014786,5119597,20403,125536.0,2024-11-22,2,79607.5,Damaged,Approved
9014787,5371138,21956,114933.0,2025-02-04,1,2711.62,Not as Expected,Approved
9014788,5188461,20509,143156.0,2025-05-27,2,5057.59,Changed Mind,Approved
9014789,5214635,21507,120527.0,2024-02-26,2,15803.23,Quality Issue,Approved
9014790,5363001,21641,124773.0,2026-05-19,2,9118.21,Quality Issue,Approved
9014791,5225766,21651,111337.0,2025-07-31,1,7447.6,Not as Expected,Approved
9014792,5538763,20280,135382.0,2024-09-21,2,14252.21,Damaged,Approved
9014793,5262920,20945,141610.0,2024-11-17,2,1989.58,Wrong Item,Approved
9014794,5451939,20308,113154.0,2025-11-02,1,1932.4,Wrong Item,Approved
9014795,5341007,21645,121340.0,2024-10-21,2,3239.96,Damaged,Approved
9014796,5078936,20889,119678.0,2024-04-03,1,715.01,Quality Issue,Approved
9014797,5176785,21622,138034.0,2025-10-21,1,23795.86,Wrong Item,Approved
9014798,5131091,21136,106046.0,2025-05-31,1,6349.51,Damaged,Approved
9014799,5323068,20003,142437.0,2024-11-25,2,579.19,Quality Issue,Approved
9014800,5149890,20107,114555.0,2025-08-02,1,455.14,Damaged,Approved
9014801,5304788,20668,133188.0,2024-09-15,1,1751.42,Quality Issue,Approved
9014802,5391273,20690,108165.0,2025-10-14,1,41954.06,Not as Expected,Approved
9014803,5401880,20767,113935.0,2024-04-30,4,7296.48,Wrong Item,Approved
9014804,5334415,21498,104906.0,2024-04-20,2,2366.93,Damaged,Approved
9014805,5118231,20813,113171.0,2024-05-31,1,4564.84,Quality Issue,Approved
9014806,5462652,20707,115676.0,2026-07-05,2,16423.89,Quality Issue,Approved
9014807,5317859,20263,142193.0,2025-04-03,1,9764.99,Not as Expected,Approved
9014808,5458705,21329,140669.0,2024-02-11,2,28989.5,Damaged,Approved
9014809,5121611,20250,129287.0,2025-02-18,1,10944.31,Damaged,Pending
9014810,5021091,20607,115477.0,2026-01-05,2,9110.18,Quality Issue,Approved
9014811,5496767,21582,106615.0,2025-01-02,5,10884.01,Damaged,Approved
9014812,5480726,21423,117921.0,2026-05-18,1,17340.23,Damaged,Approved
9014813,5504218,20540,108587.0,2025-02-01,1,34056.46,Quality Issue,Approved
9014814,5225757,21267,117294.0,2024-07-16,2,8205.66,Quality Issue,Approved
9014815,5151554,20598,126652.0,2025-06-11,1,1699.38,Changed Mind,Approved
9014816,5133647,20455,137885.0,2026-04-19,2,11434.97,Damaged,Approved
9014817,5165980,21919,125800.0,2026-05-02,1,30229.36,Damaged,Approved
9014818,5008089,20610,126660.0,2024-07-28,3,2343.3,Quality Issue,Approved
9014819,5293972,21356,145780.0,2026-05-29,1,2042.76,Not as Expected,Approved
9014820,5044385,21672,128600.0,2024-09-06,3,3753.68,Quality Issue,Approved
9014821,5006551,21319,134440.0,2024-09-02,2,1106.53,Changed Mind,Approved
9014822,5385614,20837,146097.0,2026-07-09,2,14703.93,Not as Expected,Approved
9014823,5149438,20344,123899.0,2026-02-10,1,20514.95,Changed Mind,Approved
9014824,5286868,20777,140830.0,2024-01-22,2,4304.69,Not as Expected,Approved
9014825,5443166,20655,144633.0,2024-08-31,1,847.59,Changed Mind,Approved
9014826,5006523,21773,107279.0,2025-05-01,1,623.27,Wrong Item,Approved
9014827,5500614,21912,145596.0,2026-07-22,1,1011.42,Changed Mind,Approved
9014828,5149407,20579,126093.0,2026-04-20,2,3626.66,Not as Expected,Approved
9014829,5467855,21103,129001.0,2024-11-05,2,636.38,Changed Mind,Approved
9014830,5519047,20520,124931.0,2025-03-31,1,15551.84,Not as Expected,Approved
9014831,5298036,20333,144004.0,2026-07-05,1,2219.14,Damaged,Approved
9014832,5099502,20248,128371.0,2025-07-18,1,8043.86,Wrong Item,Approved
9014833,5047723,20267,136987.0,2024-12-03,1,1481.05,Quality Issue,Approved
9014834,5357442,20258,134831.0,2024-09-22,1,1543.02,Quality Issue,Approved
9014835,5194139,21593,142034.0,2024-05-08,1,13986.01,Changed Mind,Approved
9014836,5144336,21355,102870.0,2024-09-02,1,2123.09,Quality Issue,Approved
9014837,5441680,20473,118736.0,2025-01-17,3,-17913410.78,Changed Mind,Approved
9014838,5019052,21278,110556.0,2024-08-14,3,6015.92,Quality Issue,Approved
9014839,5172289,20729,120996.0,2025-12-05,1,4176.34,Quality Issue,Approved
9014840,5165923,20276,130746.0,2025-10-21,1,5401.75,Quality Issue,Approved
9014841,5428689,20765,139475.0,2024-08-12,1,2115.9,Quality Issue,Approved
9014842,5138819,20011,147994.0,2025-10-23,1,1971.1,Not as Expected,Approved
9014843,5477871,21998,107014.0,2026-05-26,1,467.66,Not as Expected,Approved
9014844,5211683,21591,131736.0,2025-09-12,1,5561.6,Not as Expected,Approved
9014845,5185962,20531,104753.0,2024-04-21,1,9101.53,Quality Issue,Approved
9014846,5281590,21961,101262.0,2024-11-26,2,891.82,Quality Issue,Approved
9014847,5340872,21547,104538.0,2024-05-18,1,4880.27,Not as Expected,Approved
9014848,5010166,21845,127959.0,2025-03-12,2,4186.1,Quality Issue,Approved
9014849,5468534,21969,125396.0,2025-08-22,1,1465.96,Changed Mind,Approved
9014850,5490524,20286,139295.0,2026-05-20,1,3206.92,Wrong Item,Approved
9014851,5042084,20045,134684.0,2024-03-15,1,4988.75,Not as Expected,Approved
9014852,5006878,20967,138300.0,2024-06-25,2,8997.93,Changed Mind,Approved
9014853,5231717,21735,137624.0,2024-03-23,1,36779.09,Quality Issue,Approved
9014854,5305553,20717,112183.0,2024-09-22,3,42199.35,Wrong Item,Approved
9014855,5499318,21263,120289.0,2024-03-18,1,9508.92,Changed Mind,Approved
9014856,5411516,21404,117411.0,2024-07-07,1,3796.39,Wrong Item,Approved
9014857,5442448,21415,123887.0,2026-06-04,2,1795.54,Changed Mind,Approved
9014858,5296872,20865,120611.0,2025-01-20,2,5676.66,Damaged,Approved
9014859,5005776,20110,144730.0,2025-04-08,1,3215.12,Not as Expected,Approved
9014860,5069108,21363,124110.0,2026-03-29,1,198.91,Quality Issue,Approved
9014861,5202470,21634,100360.0,2025-03-09,2,69849.32,Quality Issue,Approved
9014862,5018275,21613,117865.0,2025-12-29,1,2100.78,Quality Issue,Approved
9014863,5376215,21278,134426.0,2024-04-02,1,2005.31,Damaged,Approved
9014864,5270068,21112,103732.0,2024-07-05,1,286.92,Changed Mind,Approved
9014865,5127579,21159,115979.0,2024-04-15,1,22679.92,Quality Issue,Approved
9014866,5404613,20471,105742.0,2026-02-14,1,8433.4,Changed Mind,Approved
9014867,5286114,21963,139278.0,2025-09-22,2,8193.57,Damaged,Approved
9014868,5252132,20438,136720.0,2024-09-10,2,7236.01,Changed Mind,Approved
9014869,5450908,21356,132412.0,2025-10-11,1,1935.24,Quality Issue,Approved
9014870,5043202,21383,126630.0,2026-01-15,1,2244.09,Not as Expected,Approved
9014871,5279522,21191,145152.0,2026-07-15,1,26937.98,Not as Expected,Approved
9014872,5128258,20909,144493.0,2024-04-04,1,5071.43,Changed Mind,Approved
9014873,5178176,20500,104951.0,2026-03-19,1,2760.04,Wrong Item,Approved
9014874,5407226,21829,138156.0,2025-05-18,1,5928.38,Quality Issue,Approved
9014875,5110005,20777,105544.0,2024-11-28,1,2532.17,Quality Issue,Approved
9014876,5300736,21680,103290.0,2025-11-23,1,4923.32,Changed Mind,Approved
9014877,5442363,20363,138271.0,2024-04-27,2,1843.27,Damaged,Approved
9014878,5540370,20273,116910.0,2024-06-15,1,770.06,Not as Expected,Approved
9014879,5261273,21976,117293.0,2026-03-25,1,1707.08,Damaged,Approved
9014880,5134782,20489,117979.0,2025-07-17,1,1417.43,Not as Expected,Approved
9014881,5219015,20653,119391.0,2026-01-27,1,39243.89,Wrong Item,Approved
9014882,5173366,21519,105914.0,2024-10-01,1,11887.17,Quality Issue,Approved
9014883,5450646,21655,136065.0,2025-03-23,1,1065.15,Not as Expected,Approved
9014884,5422991,21017,118625.0,2024-07-13,1,1855.9,Quality Issue,Approved
9014885,5337128,21342,122140.0,2025-05-03,2,17809.88,Quality Issue,Approved
9014886,5521526,21751,145809.0,2026-01-14,1,2106.21,Quality Issue,Approved
9014887,5542274,20857,128103.0,2026-07-11,1,112.13,Changed Mind,Approved
9014888,5095754,21998,104090.0,2026-05-04,2,748.26,Quality Issue,Approved
9014889,5093754,21481,111414.0,2025-02-22,2,2096.48,Quality Issue,Approved
9014890,5170021,20380,142875.0,2026-03-24,3,54845.81,Changed Mind,Approved
9014891,5160637,21781,134227.0,2025-03-05,1,4185.01,Quality Issue,Approved
9014892,5445427,20307,115692.0,2024-07-26,1,7723.79,Wrong Item,Approved
9014893,5136115,20312,139530.0,2024-04-22,1,465.39,Not as Expected,Approved
9014894,5208981,21841,137798.0,2026-01-14,3,3583.02,Wrong Item,Approved
9014895,5483077,21085,105337.0,2026-07-12,1,2787.22,Changed Mind,Approved
9014896,5238981,20402,101095.0,2024-04-17,1,570.19,Quality Issue,Approved
9014897,5474358,20413,120084.0,2025-05-21,1,9279.52,Damaged,Approved
9014898,5041890,21377,136551.0,2024-09-06,1,21756.05,Wrong Item,Approved
9014899,5256641,21152,112290.0,2024-07-18,3,49723.63,Wrong Item,Approved
9014900,5358573,20389,122184.0,2025-03-14,1,8882.44,Quality Issue,Approved
9014901,5342180,20218,134117.0,2025-04-11,1,388.51,Quality Issue,Approved
9014902,5048885,20172,105974.0,2026-05-30,1,263.66,Not as Expected,Approved
9014903,5402529,20470,124371.0,2024-09-24,2,208.25,Changed Mind,Approved
9014904,5231475,21210,146670.0,2024-11-12,1,-25120161.66,Wrong Item,Approved
9014905,5413913,20240,107017.0,2024-12-24,1,3430.56,Quality Issue,Approved
9014906,5534454,20976,119744.0,2026-04-01,2,9643.28,Quality Issue,Approved
9014907,5286401,20513,126100.0,2026-05-08,3,3206.91,Quality Issue,Approved
9014908,5003687,21725,117890.0,2026-01-08,1,1762.74,Not as Expected,Approved
9014909,5470563,21853,122882.0,2024-07-19,1,4000.28,Not as Expected,Approved
9014910,5278959,21462,143976.0,2026-06-17,3,4485.06,Damaged,Approved
9014911,5045632,21448,105096.0,2026-05-08,1,4738.16,Quality Issue,Approved
9014912,5058051,21300,133346.0,2025-01-24,2,1704.6,Damaged,Approved
9014913,5453303,20994,105664.0,2025-06-13,2,10230.48,Not as Expected,Approved
9014914,5083569,20612,116022.0,2026-06-25,1,4987.19,Damaged,Approved
9014915,5089317,21755,120356.0,2024-06-15,2,18532.98,Changed Mind,Approved
9014916,5214761,21757,123643.0,2024-02-18,1,13956.81,Wrong Item,Approved
9014917,5083855,21079,114650.0,2024-03-25,1,18369.02,Changed Mind,Approved
9014918,5128675,21310,106807.0,2025-12-04,3,5980.25,Changed Mind,Approved
9014919,5183956,20564,132938.0,2025-11-10,1,4422.16,Changed Mind,Approved
9014920,5433334,21155,105936.0,2025-03-10,2,18323.15,Not as Expected,Pending
9014921,5274230,21667,112982.0,2024-08-14,1,2503.47,Changed Mind,Approved
9014922,5541414,20962,117314.0,2026-06-13,1,3317.12,Damaged,Approved
9014923,5306905,20085,133776.0,2025-10-12,1,28917.74,Quality Issue,Approved
9014924,5028377,21114,102051.0,2024-10-03,2,653.44,Wrong Item,Approved
9014925,5031886,21176,101882.0,2024-04-13,1,1336.46,Changed Mind,Approved
9014926,5309638,21665,116309.0,2025-10-17,2,9895.42,Damaged,Approved
9014927,5444582,20324,111805.0,2026-05-06,4,703.98,Not as Expected,Approved
9014928,5268471,20141,114666.0,2024-11-27,1,17408.39,Quality Issue,Approved
9014929,5247727,21419,101434.0,2025-02-10,1,2684.32,Quality Issue,Approved
9014930,5023429,21849,105936.0,2025-08-23,1,7735.11,Wrong Item,Approved
9014931,5420385,21838,140825.0,2025-12-21,2,48799.88,Quality Issue,Approved
9014932,5317933,21419,106955.0,2025-07-01,1,2401.76,Quality Issue,Approved
9014933,5170727,20800,132259.0,2025-01-06,1,2175.59,Damaged,Approved
9014934,5114506,20699,102153.0,2025-09-12,3,19006.82,Not as Expected,Pending
9014935,5195121,21346,146238.0,2025-02-26,3,3584.76,Not as Expected,Approved
9014936,5246474,21419,136093.0,2026-06-15,2,5086.08,Damaged,Approved
9014937,5359953,20052,123852.0,2026-05-05,1,19339.9,Wrong Item,Approved
9014938,5362804,20855,104350.0,2026-01-24,2,8059.34,Not as Expected,Approved
9014939,5117705,21386,120667.0,2024-05-07,1,326.24,Quality Issue,Approved
9014940,5245309,21507,114558.0,2026-04-27,1,7023.66,Not as Expected,Approved
9014941,5321386,20242,113022.0,2024-11-20,1,1333.51,Damaged,Approved
9014942,5240820,21641,125695.0,2024-08-26,1,3799.25,Quality Issue,Approved
9014943,5047004,21682,146062.0,2026-06-07,1,693.65,Not as Expected,Approved
9014944,5485598,21432,136723.0,2025-03-16,1,20366.03,Wrong Item,Approved
9014945,5457725,21767,114080.0,2024-04-08,1,5068.53,Quality Issue,Approved
9014946,5447949,20115,143579.0,2024-05-21,1,3302.38,Not as Expected,Approved
9014947,5188782,21319,105884.0,2026-02-17,1,585.81,Not as Expected,Approved
9014948,5499517,21613,117348.0,2025-06-03,3,7043.78,Not as Expected,Approved
9014949,5247699,21660,108161.0,2026-05-27,1,107.52,Damaged,Approved
9014950,5155330,21366,144181.0,2026-07-25,1,1009.21,Changed Mind,Approved
9014951,5059360,20930,130086.0,2026-03-10,1,8339.54,Wrong Item,Approved
9014952,5343505,20063,115148.0,2025-06-18,1,666.77,Quality Issue,Approved
9014953,5068240,21221,128878.0,2025-12-27,1,555.9,Changed Mind,Approved
9014954,5526833,21222,128678.0,2025-07-03,2,757.96,Quality Issue,Approved
9014955,5468890,21829,115889.0,2025-04-16,1,4742.7,Not as Expected,Approved
9014956,5476740,21763,131471.0,2025-07-07,4,3607.94,Changed Mind,Approved
9014957,5486261,20822,137123.0,2024-07-07,1,1483.48,Not as Expected,Approved
9014958,5052244,21211,136860.0,2025-05-29,3,45230.14,Not as Expected,Approved
9014959,5026337,21748,134032.0,2025-08-19,2,17653.16,Not as Expected,Approved
9014960,5352645,21935,108167.0,2024-01-29,1,9348.74,Quality Issue,Approved
9014961,5119309,21806,145349.0,2025-08-23,4,1951.3,Damaged,Approved
9014962,5244707,21322,129626.0,2026-03-08,1,993.95,Changed Mind,Approved
9014963,5522754,21405,142273.0,2025-04-10,2,781.18,Changed Mind,Approved
9014964,5467634,21258,146042.0,2025-01-15,1,33762.74,Not as Expected,Approved
9014965,5254341,20138,146693.0,2026-04-30,1,7474.14,Damaged,Approved
9014966,5381286,20466,130250.0,2025-06-04,3,8002.13,Changed Mind,Approved
9014967,5487444,21066,125063.0,2024-10-01,1,1128.38,Not as Expected,Approved
9014968,5171950,20481,130417.0,2025-02-21,2,484.4,Wrong Item,Approved
9014969,5039662,20307,120356.0,2025-01-18,1,8130.31,Not as Expected,Approved
9014970,5543088,20747,148159.0,2025-12-31,1,1756.48,Wrong Item,Approved
9014971,5338788,21806,123789.0,2025-09-27,2,924.3,Changed Mind,Approved
9014972,5329883,21642,124669.0,2024-04-10,2,30962.15,Damaged,Approved
9014973,5016241,20666,146852.0,2024-06-30,1,1284.85,Not as Expected,Approved
9014974,5248096,20952,124154.0,2024-12-10,1,4292.47,Not as Expected,Approved
9014975,5015060,20362,145199.0,2025-05-30,2,9420.73,Not as Expected,Approved
9014976,5383526,20896,120676.0,2025-01-15,2,4440.95,Quality Issue,Approved
9014977,5366188,21582,115273.0,2025-01-28,1,2291.37,Damaged,Approved
9014978,5350825,21475,100656.0,2024-11-09,1,24534.17,Wrong Item,Approved
9014979,5497499,20983,128488.0,2024-09-16,1,1031.06,Quality Issue,Approved
9014980,5221656,20332,113947.0,2024-03-13,1,38483.77,Quality Issue,Approved
9014981,5015342,20195,119604.0,2024-06-30,1,896.07,Not as Expected,Approved
9014982,5531306,20279,134315.0,2024-05-25,1,1565.72,Changed Mind,Approved
9014983,5117741,21071,121190.0,2025-06-17,1,2945.89,Not as Expected,Approved
9014984,5001405,20639,102102.0,2025-05-02,1,6093.61,Damaged,Approved
9014985,5344441,21535,100109.0,2025-06-08,1,1463.95,Changed Mind,Approved
9014986,5313970,20201,131385.0,2025-01-10,2,10725.74,Quality Issue,Approved
9014987,5131193,21872,134151.0,2024-02-25,1,11284.15,Quality Issue,Approved
9014988,5181439,20195,116688.0,2025-02-23,2,1433.71,Quality Issue,Approved
9014989,5062290,20666,122718.0,2024-12-11,1,1713.13,Wrong Item,Approved
9014990,5242279,20274,149577.0,2025-06-21,1,5953.09,Changed Mind,Approved
9014991,5494686,20257,127618.0,2025-12-24,1,11815.88,Wrong Item,Approved
9014992,5013447,20434,143468.0,2025-03-06,2,27437.94,Quality Issue,Approved
9014993,5126380,20337,134116.0,2024-06-03,1,6082.71,Damaged,Approved
9014994,5268779,21602,133031.0,2026-04-24,1,2474.79,Not as Expected,Approved
9014995,5202635,21042,137713.0,2024-11-16,1,4729.08,Wrong Item,Approved
9014996,5017286,20626,102956.0,2025-12-13,1,7104.78,Changed Mind,Approved
9014997,5394811,20295,139416.0,2024-01-25,2,13565.62,Quality Issue,Approved
9014998,5194232,21662,149177.0,2025-02-09,1,7787.72,Wrong Item,Approved
9014999,5482564,20520,105083.0,2025-07-09,1,15551.85,Quality Issue,Approved
9015000,5369830,21812,146041.0,2024-10-26,1,8314.7,Wrong Item,Approved
9015001,5352304,20055,104546.0,2024-05-22,1,14240.28,Not as Expected,Approved
9015002,5517673,20673,107144.0,2024-08-04,2,1331.47,Wrong Item,Approved
9015003,5524043,21369,147531.0,2025-10-29,2,16826.32,Wrong Item,Approved
9015004,5541503,20132,142075.0,2024-02-06,1,2497.41,Damaged,Approved
9015005,5446101,21196,128517.0,2025-10-14,1,1930.16,Not as Expected,Approved
9015006,5325719,20188,147857.0,2025-07-11,1,2517.36,Damaged,Approved
9015007,5236668,21106,100513.0,2025-07-06,3,10562.85,Damaged,Approved
9015008,5124186,20088,145445.0,2025-03-24,1,39223.64,Damaged,Approved
9015009,5548309,20338,128094.0,2025-05-03,1,3285.95,Not as Expected,Approved
9015010,5239864,21219,109294.0,2024-07-01,3,12027.28,Changed Mind,Approved
9015011,5111405,20755,110741.0,2025-08-20,1,1729.8,Quality Issue,Approved
9015012,5068605,20917,118984.0,2024-11-09,1,-21201.15,Damaged,Approved
9015013,5272489,21898,125773.0,2025-05-11,1,615.47,Wrong Item,Approved
9015014,5545310,21931,130673.0,2025-02-19,1,988.21,Wrong Item,Approved
9015015,5228823,20352,128942.0,2024-07-13,1,16487.01,Wrong Item,Approved
9015016,5029837,21585,130574.0,2025-08-01,1,7618.32,Quality Issue,Approved
9015017,5538750,20747,123508.0,2025-04-25,4,8343.28,Damaged,Approved
9015018,5385704,20363,123579.0,2025-08-21,1,921.64,Quality Issue,Approved
9015019,5187784,21010,139630.0,2024-07-26,2,3457.89,Damaged,Approved
9015020,5062194,20409,109900.0,2024-08-13,1,19145.39,Changed Mind,Approved
9015021,5065070,20457,123593.0,2025-11-08,1,9530.63,Wrong Item,Approved
9015022,5079594,20446,110663.0,2024-03-09,1,13960.96,Quality Issue,Approved
9015023,5443145,21066,117959.0,2025-07-16,1,1071.96,Damaged,Approved
9015024,5124358,20798,149445.0,2026-04-26,3,1670.16,Wrong Item,Approved
9015025,5121149,21651,133251.0,2024-11-13,1,7055.62,Quality Issue,Approved
9015026,5395666,21935,113221.0,2025-06-12,1,7946.43,Quality Issue,Approved
9015027,5055345,21746,126246.0,2024-12-15,2,9683.87,Quality Issue,Approved
9015028,5532377,20270,109083.0,2025-05-14,1,2340.63,Not as Expected,Approved
9015029,5433392,20071,129563.0,2026-02-19,1,964.71,Changed Mind,Approved
9015030,5288132,21844,107197.0,2026-02-07,1,1114.66,Not as Expected,Approved
9015031,5486587,21830,131199.0,2024-06-20,1,4038.7,Damaged,Approved
9015032,5007403,21982,141344.0,2025-07-18,1,4152.99,Damaged,Approved
9015033,5294289,20669,118926.0,2024-05-27,1,1447.42,Quality Issue,Approved
9015034,5458676,20088,115916.0,2024-03-05,1,33030.43,Quality Issue,Approved
9015035,5204627,21305,114264.0,2024-05-01,2,19091.7,Changed Mind,Approved
9015036,5160877,21624,109644.0,2024-05-21,1,40914.9,Changed Mind,Approved
9015037,5094904,20161,144814.0,2024-08-27,5,13450.37,Wrong Item,Approved
9015038,5516871,21485,106570.0,2024-01-21,1,11676.73,Quality Issue,Approved
9015039,5149677,20712,111008.0,2024-03-07,1,10575.28,Changed Mind,Approved
9015040,5428640,21610,104622.0,2025-05-16,1,14732.18,Changed Mind,Approved
9015041,5502547,20074,148649.0,2025-06-23,1,1924.62,Quality Issue,Approved
9015042,5023003,20557,101110.0,2025-11-13,3,6182.08,Wrong Item,Approved
9015043,5500622,21809,119299.0,2024-02-25,2,1694.3,Damaged,Approved
9015044,5535298,20322,113741.0,2026-03-29,1,2087.39,not as expected,Approved
9015045,5049457,21719,146551.0,2024-07-07,1,15979.1,Not as Expected,Approved
9015046,5467411,20677,124801.0,2025-05-03,1,6054.13,Quality Issue,Approved
9015047,5407706,20582,112155.0,2024-08-03,1,26323.13,Wrong Item,Approved
9015048,5156159,21917,141314.0,2026-04-21,2,3871.19,Not as Expected,Approved
9015049,5459912,20224,123564.0,2026-05-14,1,18458.8,Quality Issue,Approved
9015050,5099115,21769,134584.0,2026-03-28,1,10479.72,Damaged,Approved
9015051,5244886,21919,103156.0,2025-03-21,1,28717.89,Not as Expected,Approved
9015052,5164012,20354,143719.0,2026-05-03,1,4828.52,Quality Issue,Approved
9015053,5356269,20861,148135.0,2026-04-19,1,914.14,Quality Issue,Approved
9015054,5540026,21760,110141.0,2026-05-11,1,9724.37,Wrong Item,Approved
9015055,5268271,21738,102615.0,2025-06-05,2,3850.08,Wrong Item,Approved
9015056,5194798,21356,127138.0,2024-02-16,1,2150.27,Wrong Item,Approved
9015057,5162330,21375,121448.0,2025-09-16,1,16486.21,Damaged,Approved
9015058,5100012,20613,113718.0,2024-06-01,1,21439.28,Wrong Item,Approved
9015059,5480065,20848,139211.0,2025-03-28,2,21379.57,Wrong Item,Approved
9015060,5197851,20766,120215.0,2025-07-20,1,5253.04,Not as Expected,Approved
9015061,5310151,21255,102547.0,2026-01-29,1,7836.92,Damaged,Approved
9015062,5117424,20751,101058.0,2025-04-24,1,991.88,Not as Expected,Approved
9015063,5270601,20703,119622.0,2025-06-03,2,15015.83,Damaged,Approved
9015064,5242955,20472,105782.0,2025-05-09,1,4284.73,Damaged,Approved
9015065,5101417,20583,111081.0,2025-10-10,1,36972.78,Damaged,Approved
9015066,5488523,21594,112707.0,2024-09-30,2,26513.41,Changed Mind,Approved
9015067,5236174,21883,137567.0,2026-04-07,1,1080.85,Quality Issue,Approved
9015068,5113404,21572,110276.0,2025-04-08,1,11101.01,Quality Issue,Approved
9015069,5019119,21840,132136.0,2024-03-23,1,11056.02,Quality Issue,Approved
9015070,5497010,21129,117052.0,2026-07-07,1,16300.69,Quality Issue,Approved
9015071,5404006,21983,106425.0,2024-11-24,1,5842.25,Damaged,Approved
9015072,5534321,20890,128389.0,2024-05-23,3,10933.81,Damaged,Approved
9015073,5502335,21176,113020.0,2024-10-19,1,1336.46,Changed Mind,Approved
9015074,5316856,21887,102747.0,2025-12-17,1,998.92,Not as Expected,Approved
9015075,5359948,20763,143454.0,2024-10-14,2,3324.7,Not as Expected,Approved
9015076,5374105,20269,104431.0,2024-02-11,1,1190.36,Changed Mind,Approved
9015077,5079735,21397,125560.0,2025-03-22,1,16348.02,quality issue,Approved
9015078,5421942,21584,119929.0,2025-02-09,2,18015.4,Wrong Item,Approved
9015079,5295575,21042,145314.0,2025-02-11,1,4729.08,Quality Issue,Approved
9015080,5145847,20769,141861.0,2025-02-14,1,1601.57,Not as Expected,Approved
9015081,5013821,21171,120702.0,2024-02-11,1,17827.75,Changed Mind,Approved
9015082,5020360,20879,145434.0,2026-06-30,3,50834.25,Changed Mind,Approved
9015083,5403204,21731,132953.0,2025-10-16,1,1460.36,Quality Issue,Approved
9015084,5463500,21406,112855.0,2025-05-26,1,32411.73, Wrong Item ,Approved
9015085,5159544,21035,124474.0,2026-06-24,1,20987.04,Quality Issue,Approved
9015086,5418377,20704,109486.0,2025-04-05,3,20520.73,Damaged,Approved
9015087,5357629,20628,120176.0,2025-03-26,2,286.24,Not as Expected,Approved
9015088,5242653,20218,130844.0,2025-11-13,1,330.23,Wrong Item,Approved
9015089,5200614,20028,114013.0,2024-06-10,1,346.04,Wrong Item,Approved
9015090,5419082,21869,126713.0,2024-01-15,1,9601.87,Not as Expected,Approved
9015091,5098153,20251,115432.0,2024-07-13,1,2720.16,Wrong Item,Approved
9015092,5245113,21359,114837.0,2024-06-04,4,5347.21,Quality Issue,Approved
9015093,5241400,20694,131542.0,2024-12-04,1,1375.59,Quality Issue,Approved
9015094,5159171,21596,136422.0,2024-12-16,1,1237.33,Quality Issue,Approved
9015095,5208708,21205,113964.0,2024-01-26,2,5552.08,Wrong Item,Approved
9015096,5519694,20603,115715.0,2026-05-09,2,12498.07,Damaged,Approved
9015097,5276445,20247,148917.0,2025-03-20,2,18763.34,Not as Expected,Approved
9015098,5290459,20741,143991.0,2025-02-23,1,1204.21,Damaged,Approved
9015099,5238869,21932,143564.0,2024-05-28,1,21752.8,Quality Issue,Approved
9015100,5365315,21469,145923.0,2026-01-14,1,2550.33,Not as Expected,Approved
9015101,5109111,20099,142092.0,2025-04-21,3,57661.05,Wrong Item,Approved
9015102,5128940,20627,101691.0,2024-03-10,2,16756.72,Quality Issue,Approved
9015103,5221742,21326,110991.0,2024-03-19,1,3718.55,Not as Expected,Approved
9015104,5435072,21738,147931.0,2024-11-21,1,2406.3,Not as Expected,Approved
9015105,5167699,20591,130659.0,2025-10-06,1,3324.98,Not as Expected,Approved
9015106,5031165,20071,107534.0,2025-09-24,1,820.0,Not as Expected,Approved
9015107,5091446,21138,114970.0,2026-02-26,2,1831.05,Damaged,Approved
9015108,5024600,21002,114873.0,2025-12-16,2,9477.6,Damaged,Approved
9015109,5050810,20338,120668.0,2025-09-12,1,3672.53,Wrong Item,Approved
9015110,5292921,20681,115416.0,2025-04-01,1,5586.25,Quality Issue,Approved
9015111,5249947,21256,105767.0,2025-08-07,1,5689.98,Quality Issue,Approved
9015112,5196065,20795,131103.0,2025-05-04,3,9579.46,Quality Issue,Approved
9015113,5460591,21691,104499.0,2025-10-31,1,4631.12,Damaged,Approved
9015114,5548559,21157,101510.0,2026-04-04,2,4818.51,Not as Expected,Approved
9015115,5151960,21274,105952.0,2025-01-13,1,9655.0,Not as Expected,Approved
9015116,5317824,21648,119110.0,2024-08-14,1,4594.29,Changed Mind,Approved
9015117,5467019,20754,149405.0,2024-08-24,1,2074.01,Quality Issue,Approved
9015118,5542335,21784,127026.0,2024-03-10,2,8292.08,Changed Mind,Approved
9015119,5513288,21924,135372.0,2024-09-18,1,5759.28,Not as Expected,Approved
9015120,5079667,21642,144411.0,2025-11-29,1,18213.03,Changed Mind,Approved
9015121,5321493,21652,127839.0,2025-05-14,1,6465.81,Quality Issue,Approved
9015122,5235972,20862,102828.0,2024-06-05,3,20699.0,Not as Expected,Approved
9015123,5337523,20950,117373.0,2025-05-06,1,1339.75,Damaged,Approved
