product_id,product_name,category,subcategory,brand,unit_cost,list_price,product_status
20318,ReadMore Product 20318,Electronics,Mobile Accessories,PureCare,18015.13,27505.11,Active
20319,NovaTech Product 20319,Fashion,Men,ReadMore,2388.67,4829.24,Active
20320,HomeEase Product 20320,Fashion,Men,HomeEase,589.66,1257.66,Active
20321,HomeEase Product 20321,Fashion,Footwear,StyleHub,7461.1,9804.0,Active
20322,NovaTech Product 20322,Books,Non-Fiction,UrbanNest,1139.58,2455.75,Active
20323,PureCare Product 20323,Home & Kitchen,Kitchen,NovaTech,10204.94,19444.51,Active
20324,StyleHub Product 20324,Beauty,Personal Care,PureCare,118.7,185.26,Active
20325,FitPro Product 20325,Fashion,Footwear,UrbanNest,2103.82,3299.2,Active
20326,StyleHub Product 20326,Books,Non-Fiction,FitPro,1060.19,2274.94,Active
20327,ReadMore Product 20327,Beauty,Skincare,HomeEase,496.19,873.03,Active
20328,StyleHub Product 20328,Electronics,Audio,NovaTech,20293.79,32815.85,Active
20329,StyleHub Product 20329,Sports,Outdoor,UrbanNest,3910.18,5024.17,Active
20330,PureCare Product 20330,Fashion,Footwear,HomeEase,3423.71,5483.26,Discontinued
20331,StyleHub Product 20331,Books,Education,SmartBuy,1271.22,1873.0,Discontinued
20332,ReadMore Product 20332,Electronics,Audio,StyleHub,20476.67,40509.23,Discontinued
20333,SmartBuy Product 20333,Books,Education,ReadMore,1416.15,2335.94,Active
20334,FitPro Product 20334,Fashion,Footwear,PureCare,2557.5,4940.32,Discontinued
20335,HomeEase Product 20335,Home & Kitchen,Appliances,NovaTech,4861.61,6927.19,Active
20336,ReadMore Product 20336,Books,Non-Fiction,StyleHub,565.29,1019.44,Active
20337,SmartBuy Product 20337,Sports,Outdoor,ReadMore,4578.03,6758.57,Discontinued
20338,StyleHub Product 20338,Fashion,Women,HomeEase,2679.82,3865.82,Active
20339,NovaTech Product 20339,Sports,Sportswear,HomeEase,4380.04,7445.71,Active
20340,ReadMore Product 20340,Books,Education,HomeEase,1355.83,2034.07,Active
20341,StyleHub Product 20341,Fashion,Men,StyleHub,3447.31,4924.16,Discontinued
20342,NovaTech Product 20342,Home & Kitchen,Home Decor,UrbanNest,10255.19,15706.48,Active
20343,UrbanNest Product 20343,Sports,Sportswear,ReadMore,1314.66,2325.26,Active
20344,UrbanNest Product 20344,Electronics,Mobile Accessories,StyleHub,14336.06,24135.24,Discontinued
20345,UrbanNest Product 20345,Fashion,Women,StyleHub,1909.34,4095.85,Active
20346,SmartBuy Product 20346,Beauty,Skincare,PureCare,177.71,240.26,Active
20347,StyleHub Product 20347,Home & Kitchen,Kitchen,FitPro,5856.0,10545.66,Discontinued
20348,StyleHub Product 20348,Electronics,Audio,SmartBuy,27807.08,36577.28,Discontinued
20349,FitPro Product 20349,Books,Fiction,PureCare,189.75,345.95,Active
20350,PureCare Product 20350,Fashion,Women,StyleHub,4195.15,5380.95,Discontinued
20351,NovaTech Product 20351,Electronics,Audio,PureCare,22523.0,44366.1,Active
20352,UrbanNest Product 20352,Home & Kitchen,Kitchen,FitPro,8886.29,16487.01,Discontinued
20353,HomeEase Product 20353,Electronics,Audio,PureCare,31398.09,41343.54,Active
20354,ReadMore Product 20354,Home & Kitchen,Home Decor,PureCare,3212.87,5082.65,Discontinued
20355,HomeEase Product 20355,Fashion,Footwear,NovaTech,4254.93,7134.05,Active
20356,HomeEase Product 20356,home & kitchen,Kitchen,HomeEase,1868.27,2476.44,Active
20357,HomeEase Product 20357,Beauty,Haircare,SmartBuy,563.94,875.23,Discontinued
20358,NovaTech Product 20358,Electronics,Computing,FitPro,17563.9,24328.18,Active
20359,PureCare Product 20359,Sports,Sportswear,ReadMore,2039.52,2638.68,Active
20360,ReadMore Product 20360,Fashion,Footwear,NovaTech,2503.56,4690.37,Discontinued
20361,StyleHub Product 20361,Books,Non-Fiction,NovaTech,1340.71,1743.5,Active
20362,PureCare Product 20362,Beauty,Skincare,FitPro,3273.66,5233.74,Active
20363,UrbanNest Product 20363,Books,Fiction,PureCare,662.74,970.14,Active
20364,StyleHub Product 20364,Home & Kitchen,Appliances,UrbanNest,8799.13,-18000.76,Active
20365,FitPro Product 20365,Sports,Fitness,PureCare,6107.58,9948.56,Discontinued
20366,StyleHub Product 20366,Electronics,Mobile Accessories,NovaTech,27701.3,37854.07,Discontinued
20367,SmartBuy Product 20367,Fashion,Women,ReadMore,210.76,349.61,Active
20368,NovaTech Product 20368,Beauty,Skincare,ReadMore,416.89,646.11,Active
20369,ReadMore Product 20369,Beauty,Skincare,HomeEase,1371.7515,1306.43,Active
20370,UrbanNest Product 20370,Electronics,Audio,FitPro,29980.54,44397.82,Active
20371,HomeEase Product 20371,Home & Kitchen,Kitchen,HomeEase,4976.91,7511.0,Active
20372,StyleHub Product 20372,Books,Fiction,NovaTech,148.0,190.93,Discontinued
20373,UrbanNest Product 20373,Beauty,Haircare,UrbanNest,3256.55,4820.32,Active
20374,FitPro Product 20374,Home & Kitchen,Home Decor,HomeEase,2526.51,4406.67,Active
20375,HomeEase Product 20375,Electronics,Audio,SmartBuy,30005.94,41522.34,Active
20376,HomeEase Product 20376,Beauty,Skincare,HomeEase,2677.79,4959.9,Active
20377,UrbanNest Product 20377,Home & Kitchen,Appliances,ReadMore,1018.1,1430.87,Active
20378,SmartBuy Product 20378,Books,Fiction,UrbanNest,990.21,1486.39,Discontinued
20379,StyleHub Product 20379,Beauty,Skincare,UrbanNest,159.49,257.49,Active
20380,ReadMore Product 20380,Electronics,Audio,SmartBuy,16402.18,22852.42,Active
20381,PureCare Product 20381,Electronics,Mobile Accessories,PureCare,13847.83,17903.13,Active
20382,SmartBuy Product 20382,Sports,Sportswear,FitPro,1884.11,4155.65,Discontinued
20383,HomeEase Product 20383,Sports,Outdoor,PureCare,2972.61,5391.06,Active
20384,UrbanNest Product 20384,Home & Kitchen,Home Decor,StyleHub,7102.73,10011.2,Discontinued
20385,PureCare Product 20385,Fashion,Footwear,PureCare,3756.39,5701.25,Active
20386,PureCare Product 20386,Electronics,Mobile Accessories,SmartBuy,26895.37,42265.74,Discontinued
20387,SmartBuy Product 20387,Beauty,Personal Care,StyleHub,1355.79,1771.61,Active
20388,SmartBuy Product 20388,Fashion,Women,UrbanNest,3991.59,6441.58,Active
20389,PureCare Product 20389,Home & Kitchen,Kitchen,UrbanNest,6080.88,9869.38,Discontinued
20390,StyleHub Product 20390,Sports,Fitness,SmartBuy,182.52,332.93,Active
20391,SmartBuy Product 20391,Electronics,Computing,PureCare,35646.78,46682.12,Active
20392,NovaTech Product 20392,Books,Non-Fiction,ReadMore,134.81,191.62,Active
20393,SmartBuy Product 20393,Fashion,Footwear,PureCare,465.21,731.81,Active
20394,StyleHub Product 20394,Beauty,Haircare,UrbanNest,2108.03,3373.71,Active
20395,HomeEase Product 20395,Fashion,Women,PureCare,4581.5,7760.31,Discontinued
20396,FitPro Product 20396,Books,Education,PureCare,312.72,510.26,Active
20397,SmartBuy Product 20397,Electronics,Audio,FitPro,13368.86,18631.57,Active
20398,UrbanNest Product 20398,Beauty,Haircare,HomeEase,671.64,866.99,Active
20399,SmartBuy Product 20399,Beauty,Personal Care,NovaTech,3601.63,4709.04,Discontinued
20400,UrbanNest Product 20400,Books,Fiction,NovaTech,71.31,116.29,Active
20401,FitPro Product 20401,Fashion,Footwear,UrbanNest,5073.91,7217.74,Active
20402,SmartBuy Product 20402,Beauty,Personal Care,PureCare,409.65,600.2,Active
20403,StyleHub Product 20403,Electronics,Audio,ReadMore,21762.67,39803.75,Active
20404,FitPro Product 20404,Home & Kitchen,Home Decor,SmartBuy,3260.11,4487.71,Active
20405,PureCare Product 20405,Sports,Fitness,SmartBuy,3025.83,5781.14,Active
20406,FitPro Product 20406,Home & Kitchen,Appliances,HomeEase,3683.67,7289.27,Active
20407,StyleHub Product 20407,Sports,Outdoor,ReadMore,2400.24,4980.23,Discontinued
20408,ReadMore Product 20408,Sports,Sportswear,NovaTech,6792.86,8732.31,Discontinued
20409,ReadMore Product 20409,Electronics,Mobile Accessories,PureCare,13575.45,19145.39,Discontinued
20410,PureCare Product 20410,Sports,Sportswear,ReadMore,4873.2,6912.47,Active
20411,HomeEase Product 20411,beauty,Skincare,StyleHub,1894.07,2909.78,Discontinued
20412,SmartBuy Product 20412,Sports,Sportswear,SmartBuy,1275.32,2384.22,Active
20413,StyleHub Product 20413,Fashion,Men,ReadMore,5852.03,9279.52,Active
20414,PureCare Product 20414,Electronics,Mobile Accessories,UrbanNest,13033.4,23495.94,Active
20415,SmartBuy Product 20415,Beauty,Skincare,SmartBuy,382.9,673.72,Discontinued
20416,HomeEase Product 20416,Fashion,Footwear,StyleHub,2292.84,3392.33,Active
20417,ReadMore Product 20417,Beauty,Personal Care,HomeEase,967.11,1491.85,Active
20418,StyleHub Product 20418,Beauty,Haircare,PureCare,374.31,508.85,Active
20419,StyleHub Product 20419,Fashion,Footwear,UrbanNest,1275.49,1805.99,Discontinued
20420,ReadMore Product 20420,Sports,Fitness,UrbanNest,967.43,1928.37,Active
20421,NovaTech Product 20421,Sports,Fitness,StyleHub,745.65,1641.45,Active
20422,StyleHub Product 20422,Electronics,Mobile Accessories,SmartBuy,6097.54,8065.13,Active
20423,SmartBuy Product 20423,Home & Kitchen,Kitchen,HomeEase,4468.99,6643.08,Discontinued
20424,FitPro Product 20424,Electronics,Computing,HomeEase,5037.89,7776.67,Active
20425,StyleHub Product 20425,Electronics,Computing,UrbanNest,2056.25,3185.03,Active
20426,HomeEase Product 20426,Electronics,Audio,StyleHub,25303.52,38658.9,Active
20427,NovaTech Product 20427,Electronics,Audio,FitPro,21354.62,32723.83,Discontinued
20428,SmartBuy Product 20428,Sports,Outdoor,SmartBuy,1416.15,2806.33,Active
20429,FitPro Product 20429,Electronics,Mobile Accessories,UrbanNest,19427.8,42412.14,Active
20430,FitPro Product 20430,Books,Education,SmartBuy,642.71,1362.39,Discontinued
20431,HomeEase Product 20431,Books,Education,UrbanNest,729.82,1270.72,Active
20432,SmartBuy Product 20432,Fashion,Men,StyleHub,1352.39,2244.18,Active
20433,ReadMore Product 20433,Electronics,Mobile Accessories,NovaTech,333.92,708.1,Active
20434,UrbanNest Product 20434,Home & Kitchen,Home Decor,NovaTech,13923.88,18291.96,Active
20435,SmartBuy Product 20435,Books,Education,NovaTech,1324.13,2183.91,Active
20436,UrbanNest Product 20436,Fashion,Men,ReadMore,4655.51,8708.3,Discontinued
20437,FitPro Product 20437,Books,Education,SmartBuy,309.68,563.65,Discontinued
20438,StyleHub Product 20438,Sports,Fitness,HomeEase,2004.52,4256.48,Active
20439,UrbanNest Product 20439,fashion,Footwear,HomeEase,2733.78,5492.87,Active
20440,HomeEase Product 20440,Beauty,Personal Care,HomeEase,1510.52,3137.73,Active
20441,StyleHub Product 20441,Books,Education,FitPro,1081.55,1528.97,Active
20442,ReadMore Product 20442,Electronics,Computing,HomeEase,22164.41,32454.77,Active
20443,SmartBuy Product 20443,Books,Fiction,ReadMore,1449.05,2078.69,Discontinued
20444,SmartBuy Product 20444,Books,Non-Fiction,ReadMore,688.54,1307.88,Active
20445,NovaTech Product 20445,Sports,Fitness,SmartBuy,5342.1,9349.76,Active
20446,UrbanNest Product 20446,Home & Kitchen,Kitchen,UrbanNest,8626.95,18614.62,Active
20447,UrbanNest Product 20447,Electronics,Audio,HomeEase,14892.66,31941.31,Active
20448,UrbanNest Product 20448,Books,Non-Fiction,UrbanNest,361.34,738.76,Active
20449,SmartBuy Product 20449,Home & Kitchen,Appliances,ReadMore,12006.87,17511.75,Active
20450,FitPro Product 20450,Home & Kitchen,Home Decor,ReadMore,3242.53,5383.82,Active
20451,ReadMore Product 20451,Sports,Fitness,ReadMore,1453.45,3154.06,Active
20452,NovaTech Product 20452,Electronics,Audio,ReadMore,14644.55,28070.49,Active
20453,FitPro Product 20453,Home & Kitchen,Appliances,FitPro,346.75,556.75,Active
20454,StyleHub Product 20454,Books,Education,SmartBuy,244.91,403.05,Active
20455,HomeEase Product 20455,Sports,Outdoor,PureCare,4867.82,6726.45,Discontinued
20456,StyleHub Product 20456,Books,Non-Fiction,PureCare,1253.68,1671.78,Discontinued
20457,ReadMore Product 20457,Sports,Fitness,HomeEase,5493.82,9530.63,Active
20458,HomeEase Product 20458,Beauty,Haircare,NovaTech,3149.58,4129.1,Active
20459,SmartBuy Product 20459,Sports,Outdoor,FitPro,986.03,2037.93,Active
20460,SmartBuy Product 20460,Beauty,Personal Care,UrbanNest,208.83,378.39,Discontinued
20461,SmartBuy Product 20461,Books,Fiction,HomeEase,1137.52,2450.28,Active
20462,PureCare Product 20462,Sports,Sportswear,StyleHub,2170.4,4556.59,Discontinued
20463,FitPro Product 20463,Electronics,Computing,NovaTech,15487.66,28233.92,Discontinued
20464,HomeEase Product 20464,Books,Non-Fiction,ReadMore,206.56,304.99,Active
20465,FitPro Product 20465,Sports,Fitness,ReadMore,1397.01,2380.45,Active
20466,FitPro Product 20466,Beauty,Personal Care,SmartBuy,1832.8,3138.09,Active
20467,NovaTech Product 20467,Beauty,Skincare,HomeEase,4043.68,5942.72,Active
20468,ReadMore Product 20468,Fashion,Footwear,PureCare,2656.17,4074.32,Active
20469,SmartBuy Product 20469,Sports,Fitness,PureCare,5293.13,7026.48,Active
20470,FitPro Product 20470,Books,Education,StyleHub,73.51,130.16,Active
20471,NovaTech Product 20471,Fashion,Women,ReadMore,6407.69,8433.4,Active
20472,ReadMore Product 20472,Fashion,Women,StyleHub,2773.49,4284.73,Active
20473,PureCare Product 20473,Beauty,Haircare,PureCare,2131.94,-4459.7,Active
20474,HomeEase Product 20474,Home & Kitchen,Kitchen,StyleHub,6156.53,9064.76,Active
20475,SmartBuy Product 20475,sports,Sportswear,FitPro,2815.98,4250.73,Active
20476,SmartBuy Product 20476,Beauty,Haircare,StyleHub,3045.18,4559.24,Discontinued
20477,NovaTech Product 20477,Home & Kitchen,Appliances,PureCare,1235.05,2345.51,Active
20478,HomeEase Product 20478,Home & Kitchen,Home Decor,ReadMore,13970.18,18479.91,Active
20479,NovaTech Product 20479,Fashion,Women,SmartBuy,3330.73,4666.86,Active
20480,HomeEase Product 20480,Fashion,Footwear,PureCare,3372.5,6275.7,Active
20481,UrbanNest Product 20481,Fashion,Men,PureCare,218.86,302.75,Discontinued
20482,HomeEase Product 20482,Beauty,Haircare,StyleHub,2400.86,4407.21,Active
20483,SmartBuy Product 20483,Sports,Outdoor,HomeEase,4499.1,8193.82,Discontinued
20484,PureCare Product 20484,Beauty,Haircare,ReadMore,923.05,1502.45,Active
20485,StyleHub Product 20485,Electronics,Mobile Accessories,StyleHub,13842.37,27076.64,Active
20486,SmartBuy Product 20486,Electronics,Mobile Accessories,UrbanNest,20208.63,27695.08,Active
20487,NovaTech Product 20487,Electronics,Mobile Accessories,FitPro,18751.11,25629.99,Active
20488,PureCare Product 20488,Books,Fiction,NovaTech,1039.93,1491.81,Active
20489,UrbanNest Product 20489,Books,Fiction,SmartBuy,1060.54,1492.03,Active
20490,StyleHub Product 20490,Electronics,Mobile Accessories,ReadMore,1535.47,2631.08,Active
20491,HomeEase Product 20491,Home & Kitchen,Kitchen,PureCare,3894.43,7289.58,Active
20492,StyleHub Product 20492,Electronics,Computing,HomeEase,36922.74,47700.28,Active
20493,FitPro Product 20493,Sports,Outdoor,FitPro,1030.39,1914.53,Active
20494,SmartBuy Product 20494,Home & Kitchen,Appliances,ReadMore,7015.78,13391.33,Active
20495,UrbanNest Product 20495,Electronics,Audio,HomeEase,24543.33,33897.18,Active
20496,FitPro Product 20496,Sports,Fitness,NovaTech,7165.9,10176.94,Active
20497,SmartBuy Product 20497,Fashion,Women,NovaTech,1921.17,2488.83,Active
20498,StyleHub Product 20498,Beauty,Personal Care,UrbanNest,934.94,1606.38,Active
20499,SmartBuy Product 20499,Books,Education,FitPro,727.02,1142.14,Active
20500,HomeEase Product 20500,Sports,Fitness,HomeEase,1617.33,2905.31,Discontinued
20501,HomeEase Product 20501,Electronics,Audio,HomeEase,31401.73,48873.53,Discontinued
20502,NovaTech Product 20502,Fashion,Women,UrbanNest,1240.76,2652.95,Active
20503,ReadMore Product 20503,Beauty,Personal Care,ReadMore,319.78,485.44,Active
20504,SmartBuy Product 20504,Books,Fiction,UrbanNest,795.66,1395.55,Active
20505,ReadMore Product 20505,Beauty,Skincare,ReadMore,2208.94,3542.23,Active
20506,PureCare Product 20506,Sports,Sportswear,HomeEase,4089.28,5727.52,Discontinued
20507,UrbanNest Product 20507,Books,Non-Fiction,PureCare,1697.07,2253.06,Active
20508,NovaTech Product 20508,Books,Non-Fiction,HomeEase,440.32,707.48,Discontinued
20509,ReadMore Product 20509,Beauty,Skincare,NovaTech,1941.84,2809.77,Active
20510,ReadMore Product 20510,Beauty,Skincare,NovaTech,123.26,175.08,Active
20511,StyleHub Product 20511,Electronics,Computing,StyleHub,11815.14,24132.34,Active
20512,PureCare Product 20512,Beauty,Skincare,NovaTech,1798.39,3701.01,Active
20513,UrbanNest Product 20513,Books,Fiction,PureCare,977.47,1257.61,Active
20514,NovaTech Product 20514,Fashion,Men,PureCare,6944.85,9983.79,Active
20515,ReadMore Product 20515,Home & Kitchen,Kitchen,NovaTech,10235.52,18014.08,Discontinued
20516,HomeEase Product 20516,Home & Kitchen,Home Decor,SmartBuy,2121.78,3646.07,Active
20517,NovaTech Product 20517,Books,Non-Fiction,StyleHub,872.35,1681.53,Active
20518,FitPro Product 20518,Beauty,Skincare,SmartBuy,4619.73,5933.91,Active
20519,SmartBuy Product 20519,Sports,Outdoor,FitPro,1900.32,2949.26,Active
20520,NovaTech Product 20520,Home & Kitchen,Appliances,StyleHub,8681.81,17279.83,Discontinued
20521,SmartBuy Product 20521,Fashion,Women,StyleHub,3150.54,5157.14,Active
20522,FitPro Product 20522,Sports,Fitness,UrbanNest,3711.44,5222.55,Active
20523,FitPro Product 20523,Books,Education,SmartBuy,1086.78,1509.22,Discontinued
20524,HomeEase Product 20524,Fashion,Men,ReadMore,2022.32,3696.01,Active
20525,UrbanNest Product 20525,Sports,Outdoor,UrbanNest,6296.93,10842.0,Active
20526,FitPro Product 20526,Beauty,Haircare,ReadMore,1559.12,3307.55,Active
20527,PureCare Product 20527,Home & Kitchen,Kitchen,FitPro,2229.59,4872.21,Active
20528,SmartBuy Product 20528,Home & Kitchen,Kitchen,FitPro,7947.97,13105.84,Discontinued
20529,UrbanNest Product 20529,Books,Fiction,PureCare,464.15,686.94,Active
20530,HomeEase Product 20530,Fashion,Women,HomeEase,3267.64,5323.85,Active
20531,PureCare Product 20531,Home & Kitchen,Appliances,FitPro,7992.52,11376.91,Discontinued
20532,FitPro Product 20532, Beauty ,Skincare,StyleHub,3181.63,4677.63,Active
20533,StyleHub Product 20533,Sports,Sportswear,NovaTech,405.31,539.13,Active
20534,StyleHub Product 20534,Electronics,Audio,HomeEase,22561.99,35204.73,Active
20535,NovaTech Product 20535,Home & Kitchen,Appliances,ReadMore,1768.98,3379.08,Active
20536,StyleHub Product 20536,Electronics,Audio,StyleHub,29856.26,39821.17,Discontinued
20537,HomeEase Product 20537,Fashion,Men,HomeEase,3424.14,5851.69,Active
20538,SmartBuy Product 20538,Electronics,Mobile Accessories,NovaTech,32640.447,31086.14,Active
20539,StyleHub Product 20539,Home & Kitchen,Kitchen,PureCare,3221.98,6462.59,Active
20540,PureCare Product 20540,Electronics,Audio,UrbanNest,31475.84,45408.61,Active
20541,PureCare Product 20541,Fashion,Men,NovaTech,341.18,753.79,Active
20542,StyleHub Product 20542, Home & Kitchen ,Home Decor,ReadMore,10954.74,14313.75,Active
20543,PureCare Product 20543,Electronics,Computing,FitPro,19822.29,42004.71,Active
20544,FitPro Product 20544,Electronics,Mobile Accessories,HomeEase,6195.71,10128.14,Active
20545,FitPro Product 20545,Sports,Sportswear,UrbanNest,5225.63,7133.5,Active
20546,ReadMore Product 20546,Fashion,Men,SmartBuy,1136.47,2400.84,Discontinued
20547,StyleHub Product 20547,Home & Kitchen,Appliances,FitPro,9154.95,17605.19,Discontinued
20548,StyleHub Product 20548,Electronics,Mobile Accessories,UrbanNest,14154.93,24489.24,Active
20549,UrbanNest Product 20549,Sports,Sportswear,FitPro,5666.37,7921.24,Active
20550,PureCare Product 20550,Beauty,Haircare,NovaTech,1724.23,2625.92,Active
20551,ReadMore Product 20551,Sports,Fitness,HomeEase,7077.46,9787.36,Active
20552,FitPro Product 20552,Home & Kitchen,Kitchen,SmartBuy,1928.29,2940.43,Active
20553,HomeEase Product 20553,Books,Fiction,FitPro,1137.41,2384.3,Active
20554,UrbanNest Product 20554,Books,Fiction,HomeEase,174.41,292.78,Discontinued
20555,HomeEase Product 20555,Books,Education,HomeEase,1547.68,2029.25,Active
20556,ReadMore Product 20556,Electronics,Audio,UrbanNest,13778.11,23874.68,Active
20557,PureCare Product 20557,Fashion,Footwear,SmartBuy,1577.14,2169.15,Active
20558,UrbanNest Product 20558,Fashion,Women,PureCare,4926.45,6858.71,Discontinued
20559,UrbanNest Product 20559,Beauty,Skincare,NovaTech,3459.74,5637.7,Discontinued
20560,UrbanNest Product 20560,Sports,Fitness,ReadMore,5509.99,10145.43,Active
20561,PureCare Product 20561,Sports,Sportswear,FitPro,3083.27,6494.3,Active
20562,StyleHub Product 20562,Home & Kitchen,Home Decor,HomeEase,10493.45,15623.63,Active
20563,ReadMore Product 20563,Electronics,Audio,ReadMore,33059.54,47666.53,Active
20564,NovaTech Product 20564,Fashion,Men,StyleHub,2089.01,4422.16,Active
20565,SmartBuy Product 20565,Fashion,Footwear,UrbanNest,1842.5,3563.43,Active
20566,HomeEase Product 20566,Fashion,Women,FitPro,5546.92,7775.16,Discontinued
20567,UrbanNest Product 20567,Beauty,Skincare,ReadMore,502.07,820.42,Discontinued
20568,StyleHub Product 20568,Fashion,Men,SmartBuy,2887.98,3971.11,Active
20569,ReadMore Product 20569,Sports,Outdoor,PureCare,3713.39,7117.42,Discontinued
20570,ReadMore Product 20570,Beauty,Skincare,PureCare,4050.45,5726.25,Discontinued
20571,FitPro Product 20571,Home & Kitchen,Kitchen,SmartBuy,2390.57,3104.9,Discontinued
20572,SmartBuy Product 20572,Electronics,Computing,SmartBuy,13737.39,23633.25,Active
20573,HomeEase Product 20573,Home & Kitchen,Kitchen,HomeEase,969.59,1400.78,Active
20574,SmartBuy Product 20574,Books,Education,HomeEase,1064.85,2008.56,Active
20575,PureCare Product 20575,Beauty,Personal Care,NovaTech,3834.78,5046.31,Discontinued
20576,PureCare Product 20576,Electronics,Mobile Accessories,SmartBuy,11843.91,16833.2,Active
20577,StyleHub Product 20577,Beauty,Haircare,NovaTech,4198.12,5601.59,Active
20578,PureCare Product 20578,Sports,Outdoor,StyleHub,5942.28,8137.93,Active
20579,FitPro Product 20579,Beauty,Skincare,SmartBuy,1045.72,2014.81,Active
20580,HomeEase Product 20580,Sports,Outdoor,HomeEase,7396.16,10806.62,Active
20581,StyleHub Product 20581,Books,Non-Fiction,NovaTech,1424.34,2085.0,Active
20582,UrbanNest Product 20582,Electronics,Audio,HomeEase,23337.57,30968.39,Active
20583,HomeEase Product 20583,Electronics,Computing,HomeEase,28285.27,38918.72,Discontinued
20584,SmartBuy Product 20584,Sports,Sportswear,StyleHub,1955.87,3197.83,Active
20585,NovaTech Product 20585,Fashion,Footwear,FitPro,1190.99,2126.44,Active
20586,ReadMore Product 20586,Fashion,Men,FitPro,4129.92,7048.82,Active
20587,FitPro Product 20587,Sports,Fitness,SmartBuy,618.47,939.51,Active
20588,HomeEase Product 20588,Electronics,Computing,HomeEase,15034.08,22349.57,Active
20589,FitPro Product 20589,Beauty,Skincare,HomeEase,3190.39,5706.43,Active
20590,PureCare Product 20590,Home & Kitchen,Kitchen,PureCare,2072.26,3689.18,Active
20591,StyleHub Product 20591,Sports,Fitness,NovaTech,1846.35,3694.42,Discontinued
20592,FitPro Product 20592,Beauty,Haircare,PureCare,865.56,1548.74,Discontinued
20593,StyleHub Product 20593,Sports,Sportswear,PureCare,5273.81,7217.05,Active
20594,PureCare Product 20594,Beauty,Skincare,StyleHub,821.81,1385.61,Active
20595,HomeEase Product 20595,Home & Kitchen,Home Decor,PureCare,5271.35,8507.82,Active
20596,NovaTech Product 20596,Home & Kitchen,Home Decor,FitPro,9433.49,15898.32,Active
20597,HomeEase Product 20597,Beauty,Haircare,UrbanNest,3650.89,4719.55,Active
20598,ReadMore Product 20598,Beauty,Personal Care,FitPro,1072.69,2124.22,Active
20599,UrbanNest Product 20599,Beauty,Skincare,PureCare,1119.2,1797.36,Discontinued
20600,StyleHub Product 20600,Electronics,Audio,SmartBuy,19777.3,35318.01,Active
20601,ReadMore Product 20601,Books,Education,HomeEase,456.92,800.53,Active
20602,HomeEase Product 20602,Home & Kitchen,Home Decor,UrbanNest,8926.33,19093.55,Discontinued
20603,ReadMore Product 20603,Electronics,Computing,PureCare,4048.45,6943.37,Active
20604,StyleHub Product 20604,Books,Fiction,PureCare,1149.13,1926.17,Active
20605,UrbanNest Product 20605,Beauty,Haircare,NovaTech,1419.63,2112.87,Active
20606,HomeEase Product 20606,Home & Kitchen,Home Decor,FitPro,11671.44,16478.7,Discontinued
20607,PureCare Product 20607,Sports,Sportswear,StyleHub,3621.03,5693.86,Discontinued
20608,HomeEase Product 20608,Fashion,Men,SmartBuy,2905.54,3768.91,Discontinued
20609,NovaTech Product 20609,Beauty,Skincare,NovaTech,549.64,975.35,Discontinued
20610,SmartBuy Product 20610,Fashion,Men,NovaTech,540.69,822.21,Active
20611,FitPro Product 20611,Beauty,Haircare,NovaTech,2418.83,3586.32,Discontinued
20612,HomeEase Product 20612,Beauty,Personal Care,SmartBuy,3760.31,5541.32,Active
20613,FitPro Product 20613,Electronics,Audio,FitPro,14398.27,23821.42,Active
20614,SmartBuy Product 20614,Beauty,Personal Care,StyleHub,2922.57,3815.85,Active
20615,FitPro Product 20615,Fashion,Women,StyleHub,4273.77,7481.93,Active
20616,StyleHub Product 20616,Beauty,Haircare,HomeEase,398.61,544.52,Active
20617,PureCare Product 20617,Home & Kitchen,Home Decor,NovaTech,11915.77,15800.97,Active
20618,UrbanNest Product 20618,Sports,Sportswear,UrbanNest,7204.46,9551.24,Active
20619,ReadMore Product 20619,Home & Kitchen,Home Decor,SmartBuy,6547.0,13518.11,Discontinued
20620,HomeEase Product 20620,Beauty,Haircare,PureCare,1855.21,2498.79,Active
20621,ReadMore Product 20621,Fashion,Footwear,PureCare,6733.27,9053.78,Active
20622,ReadMore Product 20622,Fashion,Footwear,UrbanNest,4567.29,7285.31,Active
20623,SmartBuy Product 20623,Fashion,Women,ReadMore,3684.27,5433.68,Active
20624,ReadMore Product 20624,Beauty,Personal Care,ReadMore,3389.37,4499.65,Active
20625,StyleHub Product 20625,Electronics,Computing,UrbanNest,25430.04,40297.11,Active
20626,SmartBuy Product 20626,Electronics,Audio,FitPro,4551.2,7894.2,Discontinued
20627,SmartBuy Product 20627,Sports,Sportswear,ReadMore,5888.52,11171.15,Active
20628,ReadMore Product 20628,Books,Non-Fiction,HomeEase,106.57,143.12,Active
20629,FitPro Product 20629,Home & Kitchen,Appliances,FitPro,6532.92,12309.73,Active
20630,NovaTech Product 20630,Home & Kitchen,Kitchen,SmartBuy,1688.33,3573.02,Active
20631,StyleHub Product 20631,Sports,Fitness,FitPro,4194.96,7852.1,Active
20632,SmartBuy Product 20632,Sports,Fitness,SmartBuy,4212.58,5473.91,Discontinued
20633,ReadMore Product 20633,Sports,Fitness,StyleHub,5930.53,9524.6,Active
20634,NovaTech Product 20634,Sports,Fitness,NovaTech,227.7,418.25,Discontinued
20635,UrbanNest Product 20635,Books,Fiction,StyleHub,1450.03,2428.71,Active
20636,HomeEase Product 20636,Electronics,Computing,ReadMore,1090.24,1434.63,Active
